filename,true_label,predicted_label,female_confidence,male_confidence
084703.jpg,Female,Male,0.3874,0.6126
062744.jpg,Male,Female,0.7524,0.2476
054363.jpg,Male,Female,0.5337,0.4663
078749.jpg,Male,Female,0.7186,0.2814
120559.jpg,Female,Male,0.0477,0.9523
183490.jpg,Male,Female,0.6824,0.3176
010831.jpg,Female,Male,0.4030,0.5970
128037.jpg,Male,Female,0.5536,0.4464
139163.jpg,Male,Female,0.8028,0.1972
117315.jpg,Male,Female,0.9323,0.0677
047077.jpg,Female,Male,0.3916,0.6084
155419.jpg,Male,Female,0.7194,0.2806
018480.jpg,Female,Male,0.4184,0.5816
198690.jpg,Male,Female,0.5062,0.4938
135100.jpg,Female,Male,0.4218,0.5782
141003.jpg,Male,Female,0.5419,0.4581
046159.jpg,Female,Male,0.2926,0.7074
145583.jpg,Female,Male,0.0582,0.9418
039583.jpg,Male,Female,0.6490,0.3510
044018.jpg,Male,Female,0.6799,0.3201
183267.jpg,Male,Female,0.8032,0.1968
051770.jpg,Female,Male,0.4343,0.5657
150533.jpg,Female,Male,0.4431,0.5569
109050.jpg,Male,Female,0.6625,0.3375
049803.jpg,Female,Male,0.3609,0.6391
073618.jpg,Male,Female,0.8139,0.1861
007047.jpg,Female,Male,0.1119,0.8881
113985.jpg,Female,Male,0.3983,0.6017
008554.jpg,Male,Female,0.9756,0.0244
015764.jpg,Female,Male,0.3969,0.6031
135211.jpg,Male,Female,0.6978,0.3022
040604.jpg,Male,Female,0.8102,0.1898
101118.jpg,Male,Female,0.7549,0.2451
099173.jpg,Male,Female,0.8766,0.1234
184122.jpg,Male,Female,0.9687,0.0313
101888.jpg,Female,Male,0.4092,0.5908
178291.jpg,Male,Female,0.6313,0.3687
006302.jpg,Female,Male,0.3164,0.6836
107990.jpg,Female,Male,0.0037,0.9963
092307.jpg,Male,Female,0.9223,0.0777
096022.jpg,Male,Female,0.6869,0.3131
060747.jpg,Male,Female,0.6772,0.3228
106222.jpg,Female,Male,0.2327,0.7673
103012.jpg,Male,Female,0.6638,0.3362
147699.jpg,Male,Female,0.9871,0.0129
175001.jpg,Male,Female,0.7305,0.2695
047733.jpg,Female,Male,0.4165,0.5835
080872.jpg,Female,Male,0.4466,0.5534
164501.jpg,Male,Female,0.8057,0.1943
160652.jpg,Female,Male,0.0477,0.9523
021940.jpg,Male,Female,0.7152,0.2848
102373.jpg,Female,Male,0.0117,0.9883
150757.jpg,Male,Female,0.7266,0.2734
197607.jpg,Female,Male,0.3438,0.6562
111362.jpg,Female,Male,0.1063,0.8937
111552.jpg,Female,Male,0.3600,0.6400
039391.jpg,Male,Female,0.6005,0.3995
004700.jpg,Male,Female,0.8622,0.1378
198165.jpg,Male,Female,0.9758,0.0242
052342.jpg,Female,Male,0.3510,0.6490
013207.jpg,Female,Male,0.4714,0.5286
073621.jpg,Female,Male,0.0379,0.9621
171913.jpg,Female,Male,0.2669,0.7331
085830.jpg,Male,Female,0.5382,0.4618
142694.jpg,Female,Male,0.2448,0.7552
148139.jpg,Male,Female,0.9983,0.0017
161812.jpg,Male,Female,0.7572,0.2428
035112.jpg,Male,Female,0.6290,0.3710
133671.jpg,Female,Male,0.4681,0.5319
171090.jpg,Female,Male,0.3651,0.6349
007950.jpg,Female,Male,0.1396,0.8604
140699.jpg,Male,Female,0.6733,0.3267
186880.jpg,Male,Female,0.9523,0.0477
199417.jpg,Female,Male,0.4092,0.5908
200246.jpg,Female,Male,0.4485,0.5515
012819.jpg,Female,Male,0.4959,0.5041
040131.jpg,Female,Male,0.1497,0.8503
171167.jpg,Male,Female,0.6910,0.3090
014353.jpg,Male,Female,0.5506,0.4494
198447.jpg,Female,Male,0.0818,0.9182
084731.jpg,Male,Female,0.9983,0.0017
158210.jpg,Female,Male,0.2540,0.7460
002697.jpg,Female,Male,0.2735,0.7265
142287.jpg,Male,Female,0.9976,0.0024
047010.jpg,Female,Male,0.3642,0.6358
042725.jpg,Female,Male,0.4305,0.5695
173125.jpg,Female,Male,0.4650,0.5350
094052.jpg,Female,Male,0.0442,0.9558
177885.jpg,Male,Female,0.6963,0.3037
149160.jpg,Male,Female,0.6594,0.3406
197833.jpg,Male,Female,0.8281,0.1719
080800.jpg,Female,Male,0.4513,0.5487
000782.jpg,Female,Male,0.4125,0.5875
121646.jpg,Male,Female,0.9999,0.0001
130026.jpg,Male,Female,0.9807,0.0193
121055.jpg,Male,Female,0.9594,0.0406
122510.jpg,Female,Male,0.3919,0.6081
068170.jpg,Female,Male,0.2364,0.7636
127319.jpg,Female,Male,0.2699,0.7301
041597.jpg,Female,Male,0.4649,0.5351
025445.jpg,Male,Female,0.7776,0.2224
130890.jpg,Male,Female,0.8031,0.1969
073859.jpg,Female,Male,0.1958,0.8042
018180.jpg,Male,Female,0.9236,0.0764
038325.jpg,Female,Male,0.2993,0.7007
111527.jpg,Male,Female,0.9999,0.0001
151138.jpg,Female,Male,0.1774,0.8226
027228.jpg,Male,Female,0.8164,0.1836
059514.jpg,Female,Male,0.0108,0.9892
043690.jpg,Female,Male,0.3868,0.6132
158959.jpg,Female,Male,0.2630,0.7370
030441.jpg,Female,Male,0.4938,0.5062
146277.jpg,Male,Female,0.7659,0.2341
124442.jpg,Male,Female,0.8919,0.1081
175634.jpg,Female,Male,0.4353,0.5647
143947.jpg,Male,Female,0.6130,0.3870
180312.jpg,Female,Male,0.4906,0.5094
022970.jpg,Male,Female,0.7169,0.2831
147531.jpg,Female,Male,0.4587,0.5413
029254.jpg,Female,Male,0.0428,0.9572
081966.jpg,Female,Male,0.0311,0.9689
189189.jpg,Male,Female,0.9932,0.0068
063266.jpg,Female,Male,0.3686,0.6314
140303.jpg,Female,Male,0.4113,0.5887
107850.jpg,Male,Female,0.6966,0.3034
052931.jpg,Male,Female,0.5010,0.4990
080488.jpg,Male,Female,0.6919,0.3081
120047.jpg,Male,Female,0.8728,0.1272
165392.jpg,Male,Female,0.9168,0.0832
031524.jpg,Female,Male,0.1913,0.8087
100179.jpg,Female,Male,0.1653,0.8347
132347.jpg,Male,Female,0.7897,0.2103
034849.jpg,Female,Male,0.0972,0.9028
166083.jpg,Male,Female,0.9219,0.0781
165890.jpg,Female,Male,0.1682,0.8318
016697.jpg,Male,Female,0.6492,0.3508
130367.jpg,Male,Female,0.8626,0.1374
184920.jpg,Female,Male,0.0677,0.9323
177369.jpg,Female,Male,0.3418,0.6582
127463.jpg,Male,Female,0.8480,0.1520
107884.jpg,Female,Male,0.2647,0.7353
144654.jpg,Female,Male,0.2410,0.7590
096061.jpg,Female,Male,0.0242,0.9758
055423.jpg,Male,Female,0.9935,0.0065
065735.jpg,Male,Female,0.5348,0.4652
085219.jpg,Female,Male,0.3707,0.6293
004901.jpg,Male,Female,0.6684,0.3316
021074.jpg,Female,Male,0.4778,0.5222
003307.jpg,Male,Female,0.6843,0.3157
008434.jpg,Male,Female,0.8627,0.1373
097868.jpg,Female,Male,0.4002,0.5998
184968.jpg,Male,Female,0.9107,0.0893
085602.jpg,Male,Female,0.5269,0.4731
063556.jpg,Male,Female,0.8193,0.1807
096333.jpg,Male,Female,0.5778,0.4222
110289.jpg,Male,Female,0.6535,0.3465
126764.jpg,Male,Female,0.8120,0.1880
061116.jpg,Female,Male,0.1843,0.8157
010760.jpg,Male,Female,0.6472,0.3528
126610.jpg,Male,Female,0.8679,0.1321
122343.jpg,Male,Female,0.6288,0.3712
072144.jpg,Female,Male,0.0930,0.9070
002425.jpg,Female,Male,0.4478,0.5522
047193.jpg,Female,Male,0.0487,0.9513
021589.jpg,Female,Male,0.0167,0.9833
019825.jpg,Male,Female,0.7418,0.2582
148471.jpg,Male,Female,0.7724,0.2276
145041.jpg,Female,Male,0.2261,0.7739
019850.jpg,Female,Male,0.3504,0.6496
034208.jpg,Female,Male,0.4546,0.5454
092517.jpg,Female,Male,0.3674,0.6326
120842.jpg,Female,Male,0.3163,0.6837
184692.jpg,Male,Female,0.5950,0.4050
092176.jpg,Male,Female,0.8614,0.1386
033853.jpg,Female,Male,0.2652,0.7348
202081.jpg,Female,Male,0.1084,0.8916
111554.jpg,Male,Female,0.9920,0.0080
182539.jpg,Male,Female,0.9229,0.0771
126791.jpg,Male,Female,0.6364,0.3636
019926.jpg,Female,Male,0.4808,0.5192
151635.jpg,Female,Male,0.2104,0.7896
001468.jpg,Male,Female,0.8487,0.1513
144103.jpg,Male,Female,0.7025,0.2975
119234.jpg,Male,Female,0.6593,0.3407
066324.jpg,Male,Female,0.6573,0.3427
000771.jpg,Male,Female,0.7964,0.2036
048115.jpg,Male,Female,0.9427,0.0573
198822.jpg,Male,Female,0.7036,0.2964
158187.jpg,Female,Male,0.1708,0.8292
114858.jpg,Female,Male,0.3209,0.6791
197134.jpg,Female,Male,0.2527,0.7473
127426.jpg,Male,Female,0.9950,0.0050
107129.jpg,Male,Female,0.6438,0.3562
193854.jpg,Male,Female,0.9016,0.0984
095533.jpg,Male,Female,0.8107,0.1893
132941.jpg,Female,Male,0.4492,0.5508
020956.jpg,Female,Male,0.3122,0.6878
076606.jpg,Female,Male,0.0495,0.9505
006695.jpg,Female,Male,0.4558,0.5442
163995.jpg,Female,Male,0.0131,0.9869
132722.jpg,Male,Female,0.7603,0.2397
018075.jpg,Male,Female,0.5636,0.4364
157495.jpg,Male,Female,0.5071,0.4929
132617.jpg,Female,Male,0.4696,0.5304
096689.jpg,Female,Male,0.4531,0.5469
154250.jpg,Female,Male,0.0297,0.9703
153331.jpg,Female,Male,0.0116,0.9884
087172.jpg,Female,Male,0.3104,0.6896
185249.jpg,Female,Male,0.4954,0.5046
107792.jpg,Male,Female,0.9195,0.0805
049667.jpg,Male,Female,0.7552,0.2448
067833.jpg,Male,Female,0.7582,0.2418
145714.jpg,Male,Female,0.9860,0.0140
038085.jpg,Female,Male,0.4719,0.5281
184510.jpg,Male,Female,0.5764,0.4236
150625.jpg,Female,Male,0.0065,0.9935
108328.jpg,Male,Female,0.7578,0.2422
151315.jpg,Male,Female,0.6575,0.3425
054047.jpg,Male,Female,0.6037,0.3963
021338.jpg,Male,Female,0.6554,0.3446
059502.jpg,Female,Male,0.1055,0.8945
153993.jpg,Female,Male,0.0065,0.9935
197190.jpg,Female,Male,0.0268,0.9732
045231.jpg,Male,Female,0.8906,0.1094
129971.jpg,Female,Male,0.0712,0.9288
151005.jpg,Male,Female,0.9981,0.0019
150397.jpg,Female,Male,0.4931,0.5069
125296.jpg,Male,Female,1.0000,0.0000
111862.jpg,Male,Female,0.9902,0.0098
104225.jpg,Male,Female,0.9360,0.0640
158043.jpg,Female,Male,0.2072,0.7928
148001.jpg,Female,Male,0.4291,0.5709
092260.jpg,Female,Male,0.2276,0.7724
163216.jpg,Male,Female,0.5223,0.4777
106374.jpg,Male,Female,0.6448,0.3552
074244.jpg,Female,Male,0.0004,0.9996
050641.jpg,Female,Male,0.0674,0.9326
024694.jpg,Female,Male,0.2764,0.7236
125680.jpg,Female,Male,0.1823,0.8177
181662.jpg,Female,Male,0.0079,0.9921
175235.jpg,Male,Female,0.9653,0.0347
183171.jpg,Male,Female,0.8187,0.1813
199984.jpg,Female,Male,0.3186,0.6814
023874.jpg,Female,Male,0.0892,0.9108
165218.jpg,Female,Male,0.1398,0.8602
086998.jpg,Female,Male,0.3195,0.6805
120982.jpg,Male,Female,0.9324,0.0676
105191.jpg,Male,Female,0.7124,0.2876
199507.jpg,Male,Female,0.7737,0.2263
069838.jpg,Male,Female,0.8646,0.1354
049831.jpg,Female,Male,0.3515,0.6485
076166.jpg,Female,Male,0.4043,0.5957
184597.jpg,Male,Female,0.8789,0.1211
165540.jpg,Male,Female,0.7097,0.2903
073981.jpg,Male,Female,0.8002,0.1998
026040.jpg,Female,Male,0.4000,0.6000
144189.jpg,Female,Male,0.4870,0.5130
021195.jpg,Male,Female,0.6576,0.3424
064527.jpg,Female,Male,0.3535,0.6465
071223.jpg,Female,Male,0.0199,0.9801
150829.jpg,Male,Female,0.9883,0.0117
146819.jpg,Male,Female,0.6618,0.3382
068363.jpg,Male,Female,0.5573,0.4427
079577.jpg,Female,Male,0.4219,0.5781
063215.jpg,Male,Female,0.7230,0.2770
091363.jpg,Female,Male,0.4161,0.5839
076764.jpg,Male,Female,0.5640,0.4360
018489.jpg,Female,Male,0.4395,0.5605
114654.jpg,Female,Male,0.2027,0.7973
001066.jpg,Male,Female,0.5091,0.4909
107778.jpg,Female,Male,0.3443,0.6557
168469.jpg,Male,Female,0.7639,0.2361
043002.jpg,Female,Male,0.4316,0.5684
059086.jpg,Male,Female,0.7598,0.2402
041266.jpg,Female,Male,0.4189,0.5811
082766.jpg,Male,Female,0.8449,0.1551
143165.jpg,Female,Male,0.4635,0.5365
163530.jpg,Female,Male,0.4171,0.5829
182872.jpg,Male,Female,0.9936,0.0064
133924.jpg,Male,Female,0.8023,0.1977
076110.jpg,Male,Female,0.7730,0.2270
103511.jpg,Male,Female,0.6387,0.3613
