filename,true_label,predicted_label,female_confidence,male_confidence
101551.jpg,Male,Female,0.8378,0.1622
041232.jpg,Female,Male,0.4612,0.5388
088829.jpg,Female,Male,0.0436,0.9564
017678.jpg,Male,Female,0.5646,0.4354
103497.jpg,Female,Male,0.3199,0.6801
132249.jpg,Male,Female,0.5074,0.4926
151553.jpg,Female,Male,0.3781,0.6219
143246.jpg,Female,Male,0.3713,0.6287
199749.jpg,Female,Male,0.4519,0.5481
065063.jpg,Female,Male,0.4399,0.5601
125913.jpg,Male,Female,0.5271,0.4729
196701.jpg,Male,Female,0.8475,0.1525
025047.jpg,Female,Male,0.2659,0.7341
104919.jpg,Male,Female,0.6266,0.3734
195570.jpg,Female,Male,0.3613,0.6387
159692.jpg,Female,Male,0.4033,0.5967
162215.jpg,Male,Female,0.8664,0.1336
077848.jpg,Female,Male,0.3277,0.6723
023132.jpg,Male,Female,0.7389,0.2611
075872.jpg,Male,Female,0.5388,0.4612
175187.jpg,Female,Male,0.1789,0.8211
133190.jpg,Male,Female,0.5805,0.4195
166510.jpg,Male,Female,0.6604,0.3396
084703.jpg,Female,Male,0.3944,0.6056
030173.jpg,Male,Female,0.5547,0.4453
062744.jpg,Male,Female,0.6425,0.3575
078749.jpg,Male,Female,0.6097,0.3903
120559.jpg,Female,Male,0.3275,0.6725
133978.jpg,Male,Female,0.5575,0.4425
183490.jpg,Male,Female,0.9248,0.0752
070955.jpg,Female,Male,0.3883,0.6117
079609.jpg,Male,Female,0.7829,0.2171
139163.jpg,Male,Female,0.5464,0.4536
117315.jpg,Male,Female,0.5990,0.4010
077121.jpg,Male,Female,0.8117,0.1883
135100.jpg,Female,Male,0.4591,0.5409
145583.jpg,Female,Male,0.3032,0.6967
039583.jpg,Male,Female,0.5915,0.4085
018596.jpg,Male,Female,0.6989,0.3011
189647.jpg,Male,Female,0.7519,0.2481
051078.jpg,Female,Male,0.3947,0.6053
183267.jpg,Male,Female,0.8069,0.1931
051770.jpg,Female,Male,0.3182,0.6818
006189.jpg,Male,Female,0.7299,0.2701
007406.jpg,Male,Female,0.5093,0.4907
109050.jpg,Male,Female,0.7199,0.2801
073618.jpg,Male,Female,0.5797,0.4203
007047.jpg,Female,Male,0.0830,0.9170
113985.jpg,Female,Male,0.4696,0.5304
045867.jpg,Female,Male,0.3778,0.6222
008554.jpg,Male,Female,0.8678,0.1322
015764.jpg,Female,Male,0.3115,0.6885
135211.jpg,Male,Female,0.5552,0.4448
153043.jpg,Female,Male,0.4945,0.5055
101118.jpg,Male,Female,0.9361,0.0639
099173.jpg,Male,Female,0.5749,0.4251
184122.jpg,Male,Female,0.6759,0.3241
101888.jpg,Female,Male,0.4609,0.5391
107990.jpg,Female,Male,0.0466,0.9534
092307.jpg,Male,Female,0.8928,0.1072
199767.jpg,Female,Male,0.3404,0.6596
130871.jpg,Male,Female,0.8761,0.1239
103012.jpg,Male,Female,0.5867,0.4133
127158.jpg,Female,Male,0.1675,0.8325
147699.jpg,Male,Female,0.9124,0.0876
150216.jpg,Female,Male,0.4481,0.5519
175001.jpg,Male,Female,0.8240,0.1760
120660.jpg,Female,Male,0.3308,0.6692
083820.jpg,Male,Female,0.5444,0.4556
068188.jpg,Male,Female,0.5108,0.4892
164501.jpg,Male,Female,0.7505,0.2495
160652.jpg,Female,Male,0.2964,0.7036
021940.jpg,Male,Female,0.7013,0.2987
102373.jpg,Female,Male,0.0727,0.9273
003418.jpg,Male,Female,0.5535,0.4465
199216.jpg,Male,Female,0.5165,0.4835
111552.jpg,Female,Male,0.4893,0.5107
182009.jpg,Female,Male,0.4340,0.5660
047849.jpg,Male,Female,0.6719,0.3281
152762.jpg,Female,Male,0.4934,0.5066
004700.jpg,Male,Female,0.8450,0.1550
053006.jpg,Female,Male,0.3281,0.6719
062565.jpg,Female,Male,0.4050,0.5950
013207.jpg,Female,Male,0.1929,0.8071
073621.jpg,Female,Male,0.2562,0.7438
028755.jpg,Male,Female,0.6011,0.3989
071769.jpg,Female,Male,0.4042,0.5958
171913.jpg,Female,Male,0.1572,0.8428
051749.jpg,Male,Female,0.5197,0.4803
175753.jpg,Male,Female,0.6536,0.3464
142694.jpg,Female,Male,0.2615,0.7385
107597.jpg,Female,Male,0.3853,0.6147
148139.jpg,Male,Female,0.8844,0.1156
112461.jpg,Female,Male,0.4801,0.5199
007950.jpg,Female,Male,0.1170,0.8830
042284.jpg,Male,Female,0.5001,0.4999
140699.jpg,Male,Female,0.7485,0.2515
044462.jpg,Male,Female,0.5860,0.4140
186880.jpg,Male,Female,0.9611,0.0389
199417.jpg,Female,Male,0.1314,0.8686
012819.jpg,Female,Male,0.2117,0.7883
040131.jpg,Female,Male,0.4040,0.5960
081524.jpg,Male,Female,0.7107,0.2893
102728.jpg,Female,Male,0.3333,0.6667
014353.jpg,Male,Female,0.9089,0.0911
009624.jpg,Male,Female,0.5622,0.4378
198447.jpg,Female,Male,0.2338,0.7662
110625.jpg,Male,Female,0.5521,0.4479
084731.jpg,Male,Female,0.9507,0.0493
055205.jpg,Male,Female,0.7751,0.2249
127224.jpg,Female,Male,0.2365,0.7635
085255.jpg,Female,Male,0.2102,0.7898
002697.jpg,Female,Male,0.3710,0.6290
142287.jpg,Male,Female,0.9149,0.0851
047010.jpg,Female,Male,0.4872,0.5128
042725.jpg,Female,Male,0.3120,0.6880
094052.jpg,Female,Male,0.1738,0.8262
033669.jpg,Male,Female,0.5246,0.4754
177885.jpg,Male,Female,0.6315,0.3685
060765.jpg,Female,Male,0.3866,0.6134
056716.jpg,Female,Male,0.4450,0.5550
032601.jpg,Female,Male,0.2841,0.7159
171063.jpg,Female,Male,0.3475,0.6525
197833.jpg,Male,Female,0.6583,0.3417
028662.jpg,Male,Female,0.5346,0.4654
064190.jpg,Female,Male,0.4284,0.5716
015128.jpg,Female,Male,0.2886,0.7114
080800.jpg,Female,Male,0.4558,0.5442
000782.jpg,Female,Male,0.3773,0.6227
121646.jpg,Male,Female,0.9663,0.0337
130026.jpg,Male,Female,0.7618,0.2382
121055.jpg,Male,Female,0.7440,0.2560
122510.jpg,Female,Male,0.4653,0.5347
127319.jpg,Female,Male,0.1257,0.8743
055580.jpg,Female,Male,0.2507,0.7493
126809.jpg,Female,Male,0.4913,0.5087
010314.jpg,Female,Male,0.4852,0.5148
122241.jpg,Female,Male,0.1083,0.8917
021031.jpg,Male,Female,0.8406,0.1594
185527.jpg,Male,Female,0.5236,0.4764
130890.jpg,Male,Female,0.7148,0.2852
018180.jpg,Male,Female,0.9078,0.0922
187392.jpg,Male,Female,0.6670,0.3330
111527.jpg,Male,Female,0.9242,0.0758
202031.jpg,Male,Female,0.5485,0.4515
151138.jpg,Female,Male,0.4846,0.5154
027228.jpg,Male,Female,0.7570,0.2430
059514.jpg,Female,Male,0.3790,0.6210
066153.jpg,Female,Male,0.3173,0.6827
158959.jpg,Female,Male,0.4261,0.5739
124965.jpg,Male,Female,0.5098,0.4902
101550.jpg,Female,Male,0.4057,0.5943
126988.jpg,Female,Male,0.2894,0.7106
030441.jpg,Female,Male,0.4739,0.5261
158622.jpg,Female,Male,0.3176,0.6824
130487.jpg,Male,Female,0.5297,0.4703
124442.jpg,Male,Female,0.7293,0.2707
075734.jpg,Male,Female,0.5149,0.4851
029254.jpg,Female,Male,0.4899,0.5101
081966.jpg,Female,Male,0.2773,0.7227
189189.jpg,Male,Female,0.8490,0.1510
143376.jpg,Male,Female,0.7267,0.2733
179092.jpg,Female,Male,0.4971,0.5029
197727.jpg,Male,Female,0.6798,0.3202
080488.jpg,Male,Female,0.6785,0.3215
069742.jpg,Female,Male,0.3935,0.6065
120047.jpg,Male,Female,0.8581,0.1419
197234.jpg,Male,Female,0.5767,0.4233
165392.jpg,Male,Female,0.7546,0.2454
031524.jpg,Female,Male,0.4247,0.5753
132347.jpg,Male,Female,0.6572,0.3428
026878.jpg,Female,Male,0.4226,0.5774
084015.jpg,Male,Female,0.7822,0.2178
034849.jpg,Female,Male,0.1842,0.8158
165890.jpg,Female,Male,0.2450,0.7550
016697.jpg,Male,Female,0.6777,0.3223
135887.jpg,Male,Female,0.5416,0.4584
157504.jpg,Female,Male,0.4505,0.5495
171714.jpg,Female,Male,0.2505,0.7495
184920.jpg,Female,Male,0.3227,0.6773
177369.jpg,Female,Male,0.1442,0.8558
127463.jpg,Male,Female,0.6428,0.3572
107884.jpg,Female,Male,0.2888,0.7112
144654.jpg,Female,Male,0.0562,0.9438
096061.jpg,Female,Male,0.0676,0.9324
055423.jpg,Male,Female,0.6557,0.3443
065735.jpg,Male,Female,0.6521,0.3479
023453.jpg,Male,Female,0.7298,0.2702
085219.jpg,Female,Male,0.3806,0.6194
187703.jpg,Female,Male,0.3869,0.6131
004901.jpg,Male,Female,0.6339,0.3661
121209.jpg,Male,Female,0.5594,0.4406
021074.jpg,Female,Male,0.4036,0.5964
012592.jpg,Male,Female,0.5261,0.4739
162428.jpg,Female,Male,0.3883,0.6117
008434.jpg,Male,Female,0.5773,0.4227
090000.jpg,Male,Female,0.8419,0.1581
184968.jpg,Male,Female,0.7646,0.2354
025326.jpg,Female,Male,0.2834,0.7166
063556.jpg,Male,Female,0.8093,0.1907
096333.jpg,Male,Female,0.5053,0.4947
126764.jpg,Male,Female,0.7226,0.2774
029050.jpg,Male,Female,0.6970,0.3030
061116.jpg,Female,Male,0.4664,0.5336
047193.jpg,Female,Male,0.2077,0.7923
123150.jpg,Male,Female,0.6276,0.3724
183026.jpg,Female,Male,0.0401,0.9599
187428.jpg,Male,Female,0.5457,0.4543
129434.jpg,Male,Female,0.6032,0.3968
019825.jpg,Male,Female,0.6705,0.3295
148471.jpg,Male,Female,0.8773,0.1227
145041.jpg,Female,Male,0.1007,0.8993
019850.jpg,Female,Male,0.3784,0.6216
023647.jpg,Female,Male,0.2474,0.7526
034208.jpg,Female,Male,0.4298,0.5702
088090.jpg,Male,Female,0.6226,0.3774
092517.jpg,Female,Male,0.0793,0.9207
133640.jpg,Female,Male,0.3725,0.6275
056644.jpg,Female,Male,0.4655,0.5345
077314.jpg,Male,Female,0.6057,0.3943
146889.jpg,Male,Female,0.8166,0.1834
184692.jpg,Male,Female,0.7946,0.2054
092176.jpg,Male,Female,0.7116,0.2884
196186.jpg,Male,Female,0.5061,0.4939
202081.jpg,Female,Male,0.3196,0.6804
130186.jpg,Female,Male,0.4953,0.5047
055287.jpg,Male,Female,0.5376,0.4624
111554.jpg,Male,Female,0.9652,0.0348
030092.jpg,Male,Female,0.5014,0.4986
182539.jpg,Male,Female,0.5121,0.4879
173053.jpg,Female,Male,0.4293,0.5707
006109.jpg,Female,Male,0.2815,0.7185
001468.jpg,Male,Female,0.7857,0.2143
144103.jpg,Male,Female,0.7038,0.2962
062254.jpg,Female,Male,0.4520,0.5480
119470.jpg,Male,Female,0.6359,0.3641
002176.jpg,Male,Female,0.5686,0.4314
066324.jpg,Male,Female,0.5209,0.4791
118291.jpg,Male,Female,0.5626,0.4374
000771.jpg,Male,Female,0.9418,0.0582
153931.jpg,Female,Male,0.4768,0.5232
067878.jpg,Male,Female,0.7376,0.2624
012771.jpg,Male,Female,0.7593,0.2407
167631.jpg,Male,Female,0.5096,0.4904
157172.jpg,Female,Male,0.4926,0.5074
081231.jpg,Male,Female,0.5940,0.4060
144993.jpg,Female,Male,0.4306,0.5694
048115.jpg,Male,Female,0.5215,0.4785
198822.jpg,Male,Female,0.5455,0.4545
050597.jpg,Female,Male,0.4755,0.5245
151833.jpg,Female,Male,0.4704,0.5296
158187.jpg,Female,Male,0.4722,0.5278
197134.jpg,Female,Male,0.4809,0.5191
127426.jpg,Male,Female,0.7804,0.2196
005780.jpg,Female,Male,0.4523,0.5477
107129.jpg,Male,Female,0.5626,0.4374
193854.jpg,Male,Female,0.7656,0.2344
095533.jpg,Male,Female,0.7232,0.2768
020956.jpg,Female,Male,0.2221,0.7779
076606.jpg,Female,Male,0.3865,0.6135
003049.jpg,Male,Female,0.5126,0.4874
163995.jpg,Female,Male,0.1122,0.8878
011842.jpg,Female,Male,0.3584,0.6416
132722.jpg,Male,Female,0.5741,0.4259
138658.jpg,Female,Male,0.2477,0.7523
031304.jpg,Female,Male,0.4298,0.5702
096689.jpg,Female,Male,0.3737,0.6263
154250.jpg,Female,Male,0.2282,0.7718
153331.jpg,Female,Male,0.1237,0.8763
087172.jpg,Female,Male,0.2503,0.7497
185249.jpg,Female,Male,0.4714,0.5286
201782.jpg,Female,Male,0.4836,0.5164
157917.jpg,Female,Male,0.1534,0.8466
107792.jpg,Male,Female,0.6978,0.3022
049667.jpg,Male,Female,0.5059,0.4941
067833.jpg,Male,Female,0.5544,0.4456
020115.jpg,Female,Male,0.4825,0.5175
145714.jpg,Male,Female,0.7165,0.2835
179094.jpg,Female,Male,0.4533,0.5467
184510.jpg,Male,Female,0.6463,0.3537
156554.jpg,Male,Female,0.5250,0.4750
150625.jpg,Female,Male,0.3039,0.6961
109830.jpg,Male,Female,0.6635,0.3365
108328.jpg,Male,Female,0.8462,0.1538
161266.jpg,Male,Female,0.8397,0.1603
176407.jpg,Male,Female,0.5187,0.4813
151315.jpg,Male,Female,0.6391,0.3609
021338.jpg,Male,Female,0.7410,0.2590
059502.jpg,Female,Male,0.1311,0.8689
153993.jpg,Female,Male,0.1090,0.8910
197190.jpg,Female,Male,0.1464,0.8536
146989.jpg,Male,Female,0.6009,0.3991
045231.jpg,Male,Female,0.7013,0.2987
082598.jpg,Female,Male,0.3816,0.6184
092813.jpg,Male,Female,0.5581,0.4419
151005.jpg,Male,Female,0.8673,0.1327
150397.jpg,Female,Male,0.4022,0.5978
037477.jpg,Male,Female,0.5922,0.4078
021022.jpg,Female,Male,0.3955,0.6045
125296.jpg,Male,Female,0.9652,0.0348
111862.jpg,Male,Female,0.9466,0.0534
104225.jpg,Male,Female,0.7521,0.2479
092260.jpg,Female,Male,0.4391,0.5609
186560.jpg,Male,Female,0.6000,0.4000
163216.jpg,Male,Female,0.6436,0.3564
019274.jpg,Female,Male,0.4013,0.5987
055059.jpg,Male,Female,0.6290,0.3710
106374.jpg,Male,Female,0.8817,0.1183
074244.jpg,Female,Male,0.0521,0.9479
050641.jpg,Female,Male,0.3148,0.6852
044261.jpg,Female,Male,0.3493,0.6507
128866.jpg,Female,Male,0.3742,0.6258
024694.jpg,Female,Male,0.4230,0.5770
111085.jpg,Female,Male,0.4721,0.5279
054220.jpg,Female,Male,0.2500,0.7500
181662.jpg,Female,Male,0.2391,0.7609
097850.jpg,Female,Male,0.2203,0.7797
175235.jpg,Male,Female,0.6903,0.3097
183171.jpg,Male,Female,0.8589,0.1411
162659.jpg,Female,Male,0.4659,0.5341
073091.jpg,Male,Female,0.5058,0.4942
199984.jpg,Female,Male,0.4565,0.5435
029554.jpg,Female,Male,0.3865,0.6135
023874.jpg,Female,Male,0.0804,0.9196
165218.jpg,Female,Male,0.1339,0.8661
120982.jpg,Male,Female,0.5795,0.4205
163510.jpg,Male,Female,0.5084,0.4916
199507.jpg,Male,Female,0.8505,0.1495
197741.jpg,Male,Female,0.5618,0.4382
023189.jpg,Female,Male,0.3919,0.6081
075313.jpg,Female,Male,0.4721,0.5279
069706.jpg,Male,Female,0.5464,0.4536
076166.jpg,Female,Male,0.3597,0.6403
074941.jpg,Male,Female,0.5175,0.4825
045502.jpg,Female,Male,0.1455,0.8545
184597.jpg,Male,Female,0.5529,0.4471
183841.jpg,Male,Female,0.7085,0.2915
153799.jpg,Male,Female,0.5031,0.4969
073981.jpg,Male,Female,0.7114,0.2886
150099.jpg,Male,Female,0.7606,0.2394
091667.jpg,Male,Female,0.5829,0.4171
021195.jpg,Male,Female,0.5913,0.4087
064527.jpg,Female,Male,0.4515,0.5485
071223.jpg,Female,Male,0.1010,0.8990
150829.jpg,Male,Female,0.8666,0.1334
146819.jpg,Male,Female,0.7672,0.2328
030327.jpg,Female,Male,0.4872,0.5128
063215.jpg,Male,Female,0.6790,0.3210
159889.jpg,Male,Female,0.5836,0.4164
035559.jpg,Male,Female,0.7293,0.2707
149787.jpg,Male,Female,0.5349,0.4651
091363.jpg,Female,Male,0.4879,0.5121
076764.jpg,Male,Female,0.7676,0.2324
080295.jpg,Male,Female,0.5292,0.4708
041570.jpg,Female,Male,0.3589,0.6411
018489.jpg,Female,Male,0.3978,0.6022
149615.jpg,Male,Female,0.5029,0.4971
114654.jpg,Female,Male,0.3671,0.6329
196530.jpg,Male,Female,0.5612,0.4388
168469.jpg,Male,Female,0.6969,0.3031
068435.jpg,Female,Male,0.4065,0.5935
158659.jpg,Female,Male,0.4472,0.5528
149137.jpg,Male,Female,0.6346,0.3654
003391.jpg,Female,Male,0.3127,0.6873
082766.jpg,Male,Female,0.5590,0.4410
038909.jpg,Male,Female,0.6200,0.3800
182872.jpg,Male,Female,0.9083,0.0917
039143.jpg,Male,Female,0.5546,0.4454
133924.jpg,Male,Female,0.7859,0.2141
151444.jpg,Female,Male,0.1951,0.8049
103511.jpg,Male,Female,0.5878,0.4122
